,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,11,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,1,5,3,2,0,0,0,0,0,0,1,0,0,0,1,1
2,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0
3,2,2,1,3,3,0,1,2,0,0,0,0,1,0,0,0
4,0,0,1,10,1,1,1,1,0,0,1,2,0,0,1,1
5,1,2,2,4,6,2,6,2,0,0,1,3,1,2,1,0
6,0,0,0,3,4,8,8,2,2,1,4,0,1,1,0,1
7,0,1,1,5,2,5,5,2,3,2,3,4,0,0,0,2
8,1,1,0,2,1,6,5,3,1,1,2,2,2,4,2,2
9,0,0,2,1,2,5,3,4,3,4,4,3,0,1,1,2
10,1,0,0,0,2,4,3,3,2,1,4,2,2,4,4,3
11,0,0,0,1,3,5,3,2,7,1,3,2,2,3,2,1
12,1,0,1,1,2,2,0,2,4,6,3,2,2,4,4,1
13,1,0,0,0,1,2,3,4,2,2,2,7,1,2,5,3
14,1,0,2,0,0,1,3,2,0,0,4,3,2,0,5,4
15,0,0,0,0,0,0,0,2,1,1,3,0,2,2,5,4
