,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,9,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1,4,6,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,4,2,2,1,1,0,0,0,0,0,0,2,0,1
4,0,2,0,4,4,3,1,2,3,0,0,1,0,0,0,0
5,1,1,1,1,9,4,6,3,0,0,2,1,1,1,0,2
6,2,0,1,3,1,6,3,5,4,0,0,3,2,3,1,1
7,0,0,1,3,3,1,5,3,4,2,2,5,1,1,1,3
8,2,3,0,0,3,3,4,3,4,2,3,2,1,1,4,0
9,1,1,0,3,0,5,4,2,1,4,2,3,3,0,3,3
10,4,0,0,0,2,3,3,2,4,0,6,2,1,1,2,5
11,0,0,1,0,1,2,4,3,2,1,7,5,3,1,1,4
12,0,0,2,2,0,3,2,0,3,1,3,6,7,0,2,4
13,0,1,0,0,0,1,5,1,4,2,1,8,1,1,5,5
14,1,0,1,0,1,1,4,2,1,0,4,3,2,1,3,3
15,1,0,0,0,0,1,2,1,3,0,0,0,3,3,3,3
