,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5,4,1,1,1,0,0,0,0,0,0,0,1,0,1,1
1,3,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0
3,0,0,2,7,5,1,0,0,0,0,0,0,0,0,0,0
4,1,0,0,2,8,2,0,3,2,1,0,0,1,0,0,0
5,1,2,2,1,3,5,4,2,4,0,5,1,1,0,1,1
6,2,0,1,2,5,4,4,3,0,2,4,0,3,1,3,1
7,2,1,0,4,2,1,6,3,1,0,4,5,3,1,1,1
8,0,1,1,0,3,3,5,3,6,3,2,3,3,1,1,0
9,1,0,0,3,0,3,5,4,1,5,2,3,3,1,1,3
10,3,2,1,1,1,0,5,5,0,5,2,0,2,2,4,2
11,0,3,0,1,1,3,4,6,2,2,4,2,4,1,2,0
12,0,0,2,3,3,1,2,1,2,5,1,2,3,4,4,2
13,1,0,0,1,1,2,1,2,2,1,1,3,7,7,2,4
14,0,0,1,2,1,1,3,3,1,1,2,2,1,1,6,3
15,0,0,0,0,0,1,2,0,1,0,0,3,4,2,4,3
