,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,4,2,0,0,2,0,0,1,0,0,0,0,0,0,0
2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,1,3,5,2,0,0,0,0,0,0,0,0,0,0
4,0,0,0,5,4,4,2,2,1,0,0,0,1,0,1,0
5,1,1,0,4,5,3,3,2,3,2,1,2,1,1,1,3
6,1,0,1,1,4,11,7,3,0,1,2,2,0,0,1,1
7,1,1,0,1,3,4,4,4,4,3,2,2,3,0,2,1
8,2,1,0,0,4,2,4,2,6,1,0,3,4,2,3,1
9,1,0,0,1,3,1,4,2,4,2,8,2,2,1,3,1
10,0,2,1,0,4,4,1,1,4,6,2,1,5,0,2,2
11,2,1,0,1,0,1,2,1,2,3,3,3,4,7,4,1
12,1,0,0,4,2,1,2,6,2,1,3,3,3,1,4,2
13,4,0,0,1,0,2,1,1,3,2,2,2,6,2,5,4
14,2,0,1,1,1,3,3,2,1,1,1,4,0,1,5,2
15,1,0,1,0,0,2,3,0,2,0,0,1,3,3,1,3
