,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8,4,0,0,0,0,1,0,2,0,0,0,0,1,0,0
1,1,6,1,3,0,0,1,0,1,0,0,1,0,0,0,0
2,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,5,4,2,1,0,0,0,0,0,1,0,0,0
4,0,0,1,3,3,3,2,2,3,0,2,1,0,0,0,0
5,1,1,1,1,7,4,9,2,1,2,1,1,0,1,1,1
6,1,0,1,3,5,5,5,7,2,0,2,1,1,0,2,0
7,0,3,2,2,0,3,5,4,6,1,3,1,1,3,0,1
8,0,0,0,1,5,2,9,2,2,3,1,5,1,1,1,2
9,2,1,1,1,0,6,2,2,3,2,3,1,4,1,3,3
10,1,0,0,1,3,1,3,3,2,6,3,2,1,3,3,3
11,0,1,0,1,5,2,3,4,4,3,2,3,2,1,1,3
12,0,1,1,1,0,0,3,4,3,5,3,2,3,3,3,3
13,1,1,0,0,1,4,3,3,0,3,1,5,2,2,3,6
14,0,0,2,0,1,1,4,0,5,0,5,0,1,2,4,3
15,0,0,0,0,0,0,1,0,2,1,2,2,6,3,3,1
