,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,2,0,1,1,0,1,0,2,1,1,1,0,0,0,0
1,3,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0
3,1,0,1,6,4,1,0,0,0,0,1,0,0,0,1,0
4,0,1,0,4,6,3,1,2,1,0,0,1,1,0,0,0
5,1,2,1,3,7,5,3,2,1,2,1,0,1,4,0,1
6,1,0,0,3,6,4,5,7,2,1,1,0,3,2,0,0
7,3,3,1,3,2,1,2,7,1,4,1,1,2,1,0,3
8,1,2,1,1,2,3,4,6,6,1,3,1,0,2,1,1
9,0,0,1,3,2,4,1,2,6,3,0,5,2,1,2,3
10,2,2,0,1,6,0,2,3,2,3,4,3,2,1,3,1
11,1,0,0,0,1,2,1,2,4,3,4,10,2,1,4,0
12,2,2,0,2,3,1,1,1,3,1,1,2,4,3,5,4
13,0,0,0,2,2,1,3,2,4,2,3,6,3,4,2,1
14,2,0,0,0,1,1,3,4,3,1,4,1,2,0,4,2
15,1,1,0,0,2,0,2,2,1,3,0,1,3,1,2,2
