,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,3,0,1,0,1,0,0,1,1,1,0,0,0,1,0
1,4,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,6,4,1,0,0,0,0,0,0,1,0,0,0
4,0,0,1,5,6,0,2,2,1,0,0,1,1,0,1,0
5,3,1,1,6,2,4,5,2,4,2,2,1,0,0,0,1
6,2,1,0,1,3,4,10,1,2,6,1,0,3,1,0,0
7,0,0,1,4,2,7,6,4,2,2,2,1,3,1,0,0
8,2,2,0,1,4,3,2,1,2,1,5,1,3,2,3,3
9,0,0,1,4,1,3,1,3,2,3,4,4,2,2,2,3
10,2,1,1,3,1,2,3,1,5,3,3,4,0,2,2,2
11,1,0,0,0,3,2,2,2,0,0,6,4,4,3,0,8
12,1,1,0,1,0,2,1,3,5,5,0,2,7,3,2,2
13,2,0,0,1,0,2,2,0,3,8,4,1,1,4,2,5
14,0,0,0,0,0,2,2,1,1,0,3,1,2,1,10,5
15,0,0,0,1,0,2,1,0,3,0,2,3,2,3,3,1
