,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,3,0,2,0,1,1,0,0,1,0,1,0,0,1,0
1,2,7,2,0,1,2,0,0,0,0,0,0,0,0,1,0
2,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0
3,1,1,1,4,5,0,0,0,2,0,1,0,0,0,0,0
4,0,3,1,3,4,1,2,1,1,1,0,3,0,0,0,0
5,0,1,0,2,10,3,7,3,2,2,0,0,3,0,1,0
6,0,1,0,0,2,5,8,4,5,1,1,1,1,3,0,3
7,2,0,0,3,1,3,11,2,7,1,0,2,0,1,1,1
8,1,0,0,0,4,3,3,2,3,0,3,6,2,1,5,2
9,1,0,1,1,1,2,2,4,2,1,5,9,0,1,2,3
10,0,0,0,0,3,0,9,2,3,2,6,4,1,1,3,1
11,0,1,0,1,1,1,1,2,5,1,4,3,4,3,2,6
12,0,0,1,0,2,3,1,4,2,1,2,5,4,6,3,1
13,1,0,0,0,0,3,2,2,2,5,3,2,4,3,1,7
14,1,0,0,0,0,1,1,1,3,3,3,2,1,3,3,6
15,0,0,2,0,1,1,0,1,1,1,0,2,3,2,3,4
