,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5,3,1,1,0,0,3,0,1,0,0,0,0,1,0,0
1,1,3,3,2,1,0,0,0,4,0,0,0,0,0,0,0
2,0,3,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3,0,1,1,5,5,1,0,0,1,0,0,0,0,0,0,1
4,2,1,1,3,3,3,0,1,1,1,0,1,1,2,0,0
5,1,2,1,2,7,4,4,2,3,0,2,0,1,3,1,0
6,2,1,0,2,6,1,5,4,2,2,2,1,2,2,1,2
7,3,2,0,2,2,2,3,2,7,5,4,2,0,0,0,1
8,1,1,0,2,1,2,2,3,5,2,4,4,2,1,3,2
9,1,0,0,4,1,2,6,0,4,2,6,1,1,2,3,2
10,0,0,1,2,5,1,7,2,6,1,5,2,0,1,0,2
11,1,0,0,0,1,3,3,3,3,3,3,4,3,2,3,3
12,1,1,0,1,1,2,3,1,1,2,4,5,4,1,6,2
13,2,0,0,1,0,4,4,2,1,2,2,2,2,5,3,5
14,2,0,0,1,0,1,3,2,1,0,2,4,0,4,6,2
15,1,0,0,1,1,0,2,3,1,2,1,2,1,1,2,2
