,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,3,2,0,1,0,1,1,0,0,0,1,0,0,0,0
1,3,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,3,5,3,0,1,0,0,0,0,1,0,0,1
4,1,2,0,4,2,3,0,1,0,0,0,4,2,0,0,1
5,0,1,2,1,9,4,1,3,4,0,2,3,1,1,1,0
6,0,0,0,4,6,8,4,3,3,1,1,1,1,2,1,0
7,1,1,0,0,3,2,3,5,4,4,1,3,2,1,2,3
8,2,2,1,2,1,4,2,4,2,3,2,1,2,1,1,5
9,1,0,1,1,6,2,1,3,3,2,2,4,2,1,2,4
10,3,0,0,1,1,5,4,3,3,0,4,5,4,1,0,1
11,0,0,0,1,2,0,2,3,3,1,0,2,8,7,3,3
12,0,1,0,1,0,3,1,3,1,1,5,4,4,2,4,5
13,0,0,0,0,0,4,2,1,3,2,4,3,4,3,0,9
14,0,1,0,0,0,4,1,2,2,0,4,2,1,3,2,5
15,0,0,0,0,1,0,0,1,1,1,4,2,2,1,3,4
