,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,2,4,1,1,0,1,1,1,2,0,0,0,0,0,0,1
2,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,1,1,6,4,0,0,0,0,0,0,1,0,0,1,0
4,0,1,1,4,7,2,1,0,2,0,0,0,0,1,1,0
5,0,2,0,3,3,5,5,0,1,0,4,3,2,1,3,1
6,0,0,0,1,3,2,11,1,5,1,3,3,1,1,1,2
7,1,0,1,2,3,3,5,6,3,2,0,5,0,1,1,2
8,4,0,0,1,2,2,3,2,6,3,2,3,2,1,1,3
9,0,0,1,3,3,0,3,5,3,1,4,1,2,3,1,5
10,1,0,1,3,0,1,3,7,2,4,5,2,1,1,3,1
11,0,1,1,1,1,1,2,3,3,2,3,4,4,4,3,2
12,1,0,1,1,0,2,1,3,0,1,3,2,2,3,10,5
13,0,0,0,0,1,1,3,2,2,2,2,6,6,3,4,3
14,0,0,1,0,0,1,2,3,0,3,6,3,1,0,4,3
15,0,0,0,1,0,0,1,1,2,3,1,1,2,0,5,3
