,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1,2,6,4,0,0,0,0,0,1,0,1,0,0,0,0,0
2,0,3,1,0,1,0,0,0,0,2,1,0,0,0,0,0
3,0,2,3,2,3,1,0,2,1,0,1,0,0,0,0,0
4,0,0,0,8,4,2,0,0,2,0,0,1,2,0,0,1
5,0,1,1,2,6,6,4,3,3,0,3,2,0,2,1,0
6,3,0,1,5,4,3,7,4,3,0,2,1,0,1,0,1
7,1,0,2,1,4,2,1,2,3,4,4,3,3,0,3,2
8,0,2,1,4,2,1,1,6,2,3,3,4,2,1,1,2
9,0,0,2,3,2,2,1,4,4,2,3,5,2,2,1,2
10,2,2,0,2,1,3,3,1,2,3,6,3,1,0,2,4
11,1,1,0,1,3,1,2,2,4,3,3,3,4,3,1,3
12,0,0,1,1,1,3,3,3,2,2,3,2,3,5,6,0
13,3,0,0,0,2,3,2,2,2,3,1,4,3,1,3,6
14,0,1,0,0,1,0,0,2,4,3,4,1,1,4,4,3
15,2,0,2,1,0,0,1,1,0,0,0,1,1,3,4,5
