,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,10,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,5,2,2,0,0,0,0,1,0,0,0,0,0,1,0
2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0
3,1,3,0,5,3,0,1,1,0,0,0,0,1,0,0,0
4,0,1,0,6,2,4,1,3,1,0,0,1,0,0,1,0
5,2,0,2,6,3,5,6,0,1,1,2,2,0,2,0,1
6,3,0,0,1,4,5,3,4,4,5,0,1,2,0,1,2
7,2,1,1,3,1,2,5,5,2,0,6,3,1,1,0,2
8,0,1,1,1,3,3,4,4,3,4,2,3,1,3,2,0
9,2,1,0,2,2,1,3,4,5,5,2,4,2,0,1,1
10,1,1,0,0,2,4,2,6,4,1,3,3,2,2,4,0
11,1,1,0,1,0,1,2,6,5,1,3,1,4,5,1,3
12,1,1,0,3,1,2,1,3,1,2,4,2,4,3,2,5
13,1,1,2,1,2,3,2,0,4,3,2,2,5,2,0,5
14,1,0,1,1,0,1,2,0,5,0,2,2,3,2,4,4
15,0,0,0,0,1,0,0,2,2,0,2,1,3,4,2,3
