,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,4,1,0,0,0,0,1,2,1,0,2,1,0,2,0,1
1,4,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0
2,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3,1,1,1,2,6,2,0,0,0,0,1,0,1,0,0,0
4,2,2,2,2,5,3,1,0,2,0,0,0,1,0,0,0
5,0,1,0,4,4,2,5,5,2,1,2,3,2,1,0,1
6,1,1,0,1,4,3,8,6,3,3,2,1,1,0,1,0
7,1,1,0,2,3,4,7,3,2,2,1,5,2,1,0,1
8,0,2,0,1,1,1,5,3,3,3,1,2,3,2,4,4
9,1,1,2,1,5,4,0,5,2,1,3,1,4,2,0,3
10,1,2,0,0,0,3,4,2,4,4,3,5,2,1,2,2
11,0,1,0,1,1,1,1,5,3,1,1,4,4,4,3,5
12,0,1,0,0,1,2,1,8,2,6,4,3,2,2,1,2
13,1,1,0,1,2,1,2,3,4,2,2,3,6,2,1,4
14,0,0,0,2,4,0,2,1,1,1,5,1,3,0,5,3
15,0,0,1,1,0,0,2,1,2,2,0,2,2,3,2,3
