,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5,2,1,1,0,0,1,0,2,0,0,1,1,0,1,0
1,3,5,1,0,0,2,0,0,1,1,1,0,0,0,0,0
2,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0
3,1,2,1,2,2,2,1,1,0,0,0,0,2,0,0,1
4,0,1,0,8,5,2,2,0,1,0,0,0,1,0,0,0
5,2,0,2,3,4,3,4,3,1,2,2,3,1,2,1,1
6,2,0,0,1,3,3,13,4,1,1,2,1,3,0,1,0
7,1,3,1,4,2,3,6,2,4,1,2,1,1,1,1,2
8,2,3,0,3,2,4,2,4,6,2,1,2,0,0,3,1
9,1,0,2,1,2,3,5,3,4,1,5,4,1,0,2,1
10,0,0,0,2,1,4,5,1,7,1,3,1,2,1,3,4
11,0,0,0,1,2,3,5,1,2,5,3,4,4,2,0,3
12,0,0,2,0,2,4,2,3,2,3,1,3,4,3,4,2
13,3,1,1,0,0,4,1,2,2,2,3,4,3,1,5,3
14,1,0,0,1,1,2,0,1,2,2,2,1,1,2,5,7
15,0,0,2,0,0,0,1,0,3,1,1,0,4,1,4,4
