,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,1,0,1,0,0,2,2,1,0,0,0,1,0,0,0
1,4,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0
2,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3,0,0,1,6,2,0,1,0,0,1,3,1,0,0,0,0
4,0,1,1,4,4,3,2,1,3,0,0,1,0,0,0,0
5,1,0,1,2,10,3,4,4,2,1,1,2,0,1,0,1
6,2,2,1,1,2,5,9,6,2,0,2,1,1,1,0,0
7,1,0,1,3,2,1,7,3,1,2,5,3,0,1,4,1
8,1,1,0,1,4,4,2,1,5,1,5,3,0,1,5,1
9,0,1,0,2,2,1,3,5,0,4,3,2,4,5,2,1
10,2,2,0,0,2,2,5,1,3,3,8,1,0,2,4,0
11,1,0,0,2,1,3,3,2,5,2,2,2,3,5,3,1
12,1,0,1,0,1,3,1,1,1,4,5,5,5,2,4,1
13,1,1,0,0,1,1,4,0,4,0,3,5,2,3,7,3
14,1,0,0,0,3,1,2,1,4,2,0,1,2,3,5,3
15,0,0,0,0,0,3,1,2,2,0,2,1,3,1,3,3
