,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1,2,6,1,1,1,0,2,0,0,0,0,0,0,0,0,1
2,0,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0
3,1,1,1,7,1,2,0,0,1,0,0,0,0,1,0,0
4,0,1,0,5,7,3,0,1,0,0,0,1,0,0,1,1
5,1,0,0,0,5,5,6,3,3,1,3,1,1,1,2,1
6,4,0,0,2,4,7,6,3,5,2,0,1,1,0,0,0
7,2,1,1,1,3,3,3,5,2,3,3,0,2,2,2,2
8,3,1,0,4,4,3,0,2,3,3,3,2,0,1,3,3
9,0,1,1,4,1,4,3,4,1,2,4,3,2,1,3,1
10,1,1,0,1,2,0,4,1,6,2,7,2,0,4,2,2
11,2,0,0,0,5,3,6,2,0,6,0,5,1,3,1,1
12,0,1,1,1,2,1,0,2,4,2,3,3,5,3,4,3
13,0,2,1,1,0,1,3,1,1,2,1,4,2,5,5,6
14,2,0,0,0,0,5,1,0,2,2,3,0,1,3,6,3
15,1,0,0,1,0,2,2,2,0,2,1,3,0,0,5,2
