,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,4,0,2,0,1,0,1,1,0,0,0,0,0,0,0
1,3,6,0,0,2,0,0,0,1,0,1,0,0,0,1,0
2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1
3,1,1,2,4,3,2,0,1,0,1,0,0,0,0,0,0
4,0,1,0,7,4,1,1,2,0,0,2,1,1,0,0,0
5,1,2,0,5,4,7,2,2,2,1,4,2,0,0,0,1
6,2,1,0,3,6,4,5,2,2,0,5,2,2,1,0,0
7,1,0,0,3,1,5,7,6,2,1,1,0,3,1,2,2
8,2,2,1,0,2,2,3,6,2,1,4,2,5,1,1,1
9,1,0,0,6,1,4,2,5,1,3,2,3,1,2,1,3
10,2,0,0,0,2,8,2,4,4,1,2,1,2,0,3,4
11,0,1,0,2,4,3,2,0,3,4,6,1,4,3,1,1
12,1,1,1,0,2,1,6,0,1,2,7,3,2,2,3,3
13,1,1,0,0,0,1,3,0,4,2,1,7,3,4,3,5
14,2,1,0,1,1,1,1,0,2,1,3,2,2,1,4,6
15,1,0,0,2,0,1,2,1,1,1,1,0,1,3,4,3
