,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,9,2,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0,2,0,1,0,1,0,0,0,0,1,0,2,0,0,0
3,1,2,0,7,3,1,0,0,0,0,0,0,0,1,0,0
4,0,0,0,3,6,5,1,1,1,0,0,3,0,0,0,0
5,1,1,1,3,4,6,1,2,4,1,2,3,1,2,1,0
6,0,0,0,4,4,4,6,2,4,2,0,3,2,2,0,2
7,2,1,0,3,3,1,6,3,3,1,0,4,0,3,2,3
8,0,2,1,2,2,1,9,4,6,1,1,2,1,2,1,0
9,0,0,1,0,4,5,3,2,4,0,5,2,1,2,3,3
10,0,1,1,1,5,2,5,2,3,3,4,2,0,3,2,1
11,0,0,0,2,3,3,4,1,3,3,4,1,5,3,2,1
12,0,1,0,1,1,1,5,3,2,2,4,4,1,2,5,3
13,0,2,1,1,0,3,0,2,6,4,2,4,3,3,3,1
14,0,0,2,0,2,1,1,2,2,2,6,1,1,0,5,3
15,0,0,0,1,0,1,2,1,1,2,1,0,2,3,2,4
