,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,11,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1,1,8,1,2,0,1,0,0,0,1,0,0,0,0,0,0
2,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0
3,1,1,2,4,3,3,0,0,0,0,0,0,0,1,0,0
4,0,0,0,7,4,6,2,0,0,0,0,0,0,1,0,0
5,1,1,1,2,5,6,6,4,2,1,2,1,0,1,0,0
6,4,0,0,3,1,5,9,6,1,1,1,0,2,1,0,1
7,0,0,1,4,3,2,7,6,1,0,3,1,4,0,1,2
8,1,0,0,3,5,4,5,2,5,2,2,2,0,1,1,2
9,1,0,1,4,2,2,4,3,4,2,2,2,1,1,4,2
10,0,0,0,0,1,1,1,4,6,4,4,3,2,1,3,5
11,2,0,0,1,4,3,2,3,4,2,5,3,2,1,2,1
12,0,0,1,2,1,2,2,2,0,2,5,5,3,3,4,3
13,1,0,0,1,0,4,1,2,2,1,1,6,5,1,4,6
14,0,1,0,0,0,3,3,2,2,1,3,4,3,2,3,1
15,1,0,0,2,0,1,2,1,1,0,0,1,0,5,2,4
