,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5,5,0,2,0,0,0,0,2,0,0,1,0,0,0,0
1,3,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0
2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2
3,1,0,0,4,5,2,0,1,1,0,0,1,0,0,0,0
4,1,1,0,3,5,3,1,2,0,0,0,3,1,0,0,0
5,0,0,2,5,9,2,5,4,1,0,1,0,2,0,0,2
6,0,0,1,4,5,4,11,3,1,0,2,1,1,1,0,1
7,0,2,1,2,1,3,9,2,6,2,3,0,3,0,0,1
8,1,3,1,4,1,3,2,3,3,2,0,3,3,2,0,4
9,0,1,1,0,3,1,1,2,5,4,4,6,2,2,2,1
10,0,1,0,1,1,1,4,6,5,2,1,5,3,2,1,2
11,0,1,0,1,1,5,1,1,3,1,5,0,6,2,4,4
12,2,0,0,1,2,5,5,2,1,2,2,1,2,4,3,3
13,3,1,0,0,1,3,3,3,1,1,2,3,4,4,4,2
14,0,0,1,1,0,1,3,2,3,0,3,4,0,3,5,1
15,1,1,0,1,0,0,1,1,2,1,2,1,2,2,3,2
