,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1,2,8,2,0,0,1,0,0,0,1,0,0,0,0,0,0
2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0
3,0,2,2,0,2,4,1,2,0,0,1,0,0,0,0,0
4,0,2,0,6,3,2,0,4,2,0,0,0,0,0,1,0
5,1,0,2,0,4,2,4,5,1,2,2,4,4,1,1,0
6,3,0,0,4,3,6,5,5,1,0,0,0,3,1,2,2
7,0,1,0,4,5,4,3,4,4,1,1,3,0,0,1,4
8,2,1,1,0,4,3,5,7,2,4,1,0,2,0,1,2
9,0,0,0,1,4,1,1,1,3,1,2,9,3,3,4,2
10,1,0,0,2,0,3,2,1,4,2,5,4,2,3,2,4
11,0,0,1,0,2,3,1,4,3,5,6,2,4,1,1,2
12,0,1,0,1,0,1,4,5,0,1,1,5,4,4,4,4
13,1,1,1,0,0,6,1,7,0,4,2,5,2,1,2,2
14,1,0,0,0,0,0,1,0,4,1,4,4,1,3,6,2
15,0,0,0,0,0,0,1,0,2,1,3,2,1,4,4,2
