,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8,2,0,1,2,0,0,1,1,0,0,0,0,0,0,0
1,1,5,3,1,1,1,1,1,0,0,0,0,0,0,0,0
2,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0
3,2,0,1,6,4,1,0,0,0,0,0,1,0,0,0,0
4,0,1,0,2,4,3,1,3,1,1,0,2,1,0,1,0
5,0,0,1,4,6,1,3,7,1,2,1,2,2,0,1,2
6,1,1,0,3,6,6,2,5,6,2,1,1,0,1,0,0
7,3,0,1,0,4,5,4,5,2,2,0,5,1,1,2,0
8,2,0,2,3,4,2,2,4,1,4,3,1,2,0,3,2
9,2,0,1,1,3,1,3,2,2,0,3,6,1,5,0,5
10,0,0,0,0,1,2,4,3,2,5,5,4,2,3,1,3
11,1,2,0,0,2,0,2,3,3,4,4,4,4,2,2,2
12,1,0,1,2,0,0,1,5,3,4,4,3,2,4,2,3
13,2,0,1,0,2,1,5,2,1,4,2,2,2,4,4,3
14,1,0,1,2,3,0,2,1,1,2,1,3,2,4,3,2
15,0,0,1,1,1,0,1,1,1,1,2,2,3,3,2,1
