,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0
1,1,2,3,2,1,1,0,0,1,1,0,0,0,0,1,1
2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0
3,1,1,0,4,3,1,2,0,2,0,0,1,0,0,0,0
4,1,1,0,7,4,1,1,1,1,0,1,0,1,0,1,0
5,0,3,6,1,2,2,2,4,4,1,1,1,1,3,0,2
6,4,0,0,3,5,7,3,4,2,1,3,1,2,0,0,0
7,1,0,0,3,1,2,3,6,1,2,5,1,4,0,2,4
8,2,4,1,0,3,5,4,6,2,1,3,2,0,1,1,0
9,0,0,1,4,0,0,3,6,2,1,3,7,2,1,4,1
10,0,0,2,1,2,1,5,3,1,2,4,5,2,2,1,4
11,0,0,0,1,1,6,3,4,2,1,5,6,3,1,1,1
12,0,0,0,1,1,1,2,3,5,2,4,0,4,3,5,4
13,1,1,0,0,2,2,4,2,3,3,5,2,5,1,2,2
14,0,0,0,0,1,7,2,3,3,0,0,2,1,0,5,4
15,0,0,0,0,0,1,0,4,2,1,0,2,4,2,3,2
