,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,9,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,4,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,1
3,0,0,4,4,1,3,0,0,0,2,0,0,0,0,0,1
4,0,0,0,4,4,3,3,2,1,1,0,1,0,0,1,0
5,0,3,1,5,7,3,1,1,3,1,3,0,1,1,2,1
6,4,0,0,2,4,3,5,4,3,0,2,4,2,0,2,0
7,0,1,1,1,1,6,6,6,2,0,4,2,3,0,0,2
8,2,1,0,6,3,1,3,3,5,3,0,1,2,2,1,2
9,2,2,0,2,1,4,3,1,6,4,2,4,1,0,0,3
10,1,1,0,3,3,3,0,2,4,2,5,2,2,2,4,1
11,1,1,1,2,1,1,1,1,3,1,5,5,3,3,3,3
12,1,0,1,1,2,3,1,1,3,1,4,5,4,3,2,3
13,0,1,1,0,0,4,0,1,2,1,2,3,5,4,7,4
14,1,0,1,2,0,1,2,0,1,1,2,4,1,1,4,7
15,1,0,0,1,0,1,2,1,1,1,0,2,4,4,2,1
