,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,9,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
1,3,6,1,0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0
3,0,1,0,3,8,0,0,0,0,0,0,0,0,1,1,0
4,1,1,0,4,5,1,2,0,2,0,0,1,1,2,0,0
5,0,0,0,5,5,8,0,1,5,1,3,2,0,1,1,1
6,0,1,0,2,2,4,9,6,1,0,0,4,2,3,1,0
7,1,0,0,2,8,2,6,2,4,1,1,2,2,3,1,0
8,0,1,0,4,4,0,3,4,3,3,4,1,2,2,1,3
9,1,2,0,3,3,2,5,4,3,2,2,4,1,1,1,1
10,1,0,1,2,2,1,4,1,4,3,5,4,2,0,2,3
11,1,0,0,1,3,2,2,3,1,3,5,5,3,1,3,2
12,1,0,0,2,1,3,1,4,1,3,5,4,5,1,2,2
13,1,0,0,1,0,2,7,0,4,1,3,5,2,3,4,2
14,0,1,1,1,2,1,2,0,1,0,1,1,4,0,4,8
15,0,0,0,0,0,1,3,2,2,1,4,0,2,2,3,0
