,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,4,0,1,1,0,1,0,1,0,1,0,0,1,0,0
1,1,7,3,0,1,0,1,0,0,0,0,1,0,0,0,0
2,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
3,2,2,3,4,3,0,0,0,0,0,0,0,0,0,0,1
4,2,1,0,5,3,1,0,0,1,4,1,1,0,0,1,0
5,0,2,1,3,5,3,5,1,1,3,2,3,0,1,3,1
6,1,0,0,3,3,4,9,3,2,2,2,1,1,2,1,1
7,0,1,1,1,2,3,4,5,3,2,4,3,1,3,1,1
8,1,3,1,1,2,6,2,3,4,3,3,0,2,3,1,0
9,0,1,0,2,2,3,4,1,6,2,0,9,3,1,1,0
10,2,0,0,2,2,2,2,0,7,6,4,2,0,5,0,1
11,0,0,0,1,3,0,3,3,3,0,1,6,4,4,4,3
12,0,0,0,2,0,2,4,2,3,1,2,3,6,3,4,3
13,2,1,0,0,0,3,3,5,4,1,0,4,1,6,2,3
14,0,0,0,0,1,1,3,0,3,0,2,2,3,1,7,5
15,1,1,1,1,0,2,0,1,2,1,2,4,0,2,0,3
