,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,1,0,0,0,0,2,0,1,1,1,0,0,1,1,0
1,0,8,0,1,1,0,0,0,1,0,1,0,0,0,2,0
2,1,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0
3,1,0,3,4,1,0,1,1,0,0,1,1,0,2,0,0
4,3,0,1,7,1,3,1,3,1,0,0,0,0,0,0,0
5,2,2,2,5,5,1,7,2,0,0,0,2,0,2,0,3
6,1,0,0,4,3,5,9,3,1,3,2,2,0,1,0,1
7,1,1,1,6,1,4,4,5,3,0,1,2,2,2,0,2
8,1,1,0,1,3,2,5,2,5,3,1,4,2,0,3,2
9,1,1,0,2,1,5,2,6,3,0,4,3,1,3,1,2
10,2,0,0,0,3,2,2,5,3,4,2,3,2,3,3,1
11,1,0,0,2,1,3,3,3,3,2,5,1,6,1,2,2
12,2,0,0,1,2,2,3,3,3,2,5,0,2,1,4,5
13,0,1,0,1,2,2,1,3,3,3,3,1,3,4,5,3
14,0,0,0,1,0,1,1,2,2,3,2,2,0,2,7,5
15,0,0,0,1,0,0,1,4,1,0,4,1,2,0,6,1
