,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,2,0,2,0,0,0,0,1,0,0,1,0,0,1,1
1,1,5,3,3,0,0,1,1,0,0,0,0,0,0,0,0
2,2,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0
3,1,1,3,3,4,2,0,0,1,0,0,0,0,0,0,0
4,0,1,1,6,5,1,0,1,1,0,1,0,1,1,1,0
5,0,1,1,2,8,7,5,2,1,2,2,0,2,0,0,0
6,3,0,0,1,2,6,8,3,4,2,1,0,2,2,0,1
7,1,0,0,2,2,4,7,5,5,0,1,2,3,1,1,1
8,2,2,0,2,2,0,6,4,3,0,0,3,2,2,3,4
9,0,1,1,1,2,3,3,2,3,3,3,2,5,4,1,1
10,0,0,0,1,1,3,2,2,3,4,1,4,4,1,4,5
11,1,0,0,0,3,3,5,0,1,4,4,5,4,1,1,3
12,0,0,0,2,3,3,7,2,1,2,6,1,2,1,3,2
13,0,2,0,0,1,3,1,3,2,2,3,2,5,2,7,2
14,0,0,0,0,0,1,2,1,4,2,6,0,1,2,8,1
15,1,0,0,0,0,2,0,2,2,4,0,1,0,0,4,4
