,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,2,1,0,2,0,0,2,0,1,0,0,0,1,0
2,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,1,6,3,2,1,1,0,0,0,0,0,0,1,0
4,1,0,0,10,3,2,1,0,0,0,3,0,0,0,0,0
5,1,2,3,3,4,3,4,1,5,2,2,1,1,1,0,0
6,1,0,0,3,5,9,8,3,2,0,1,0,2,0,0,1
7,1,0,1,3,2,0,6,7,0,5,4,1,2,0,1,2
8,4,0,1,2,1,2,6,2,6,1,2,3,0,1,2,2
9,1,0,0,5,2,5,0,4,1,1,5,2,4,4,1,0
10,0,1,0,1,1,3,6,5,3,3,2,0,3,0,3,4
11,1,1,0,1,3,3,2,5,5,2,0,3,1,4,1,3
12,2,0,0,0,3,3,5,2,3,3,3,1,2,3,2,3
13,2,0,0,0,4,1,2,2,0,1,4,4,1,7,2,5
14,2,0,1,1,2,0,2,1,3,2,3,0,0,1,4,6
15,1,0,0,0,0,2,1,1,3,1,1,4,2,1,0,4
