,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,9,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
1,1,8,2,1,0,0,0,1,0,0,1,0,0,0,0,0
2,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,7,4,1,1,0,0,0,0,0,0,0,0,1
4,2,0,0,3,4,3,1,1,1,1,1,1,1,0,1,0
5,1,2,0,2,1,7,5,2,4,1,1,1,1,4,0,1
6,1,0,0,2,4,5,5,4,2,0,2,0,6,0,3,1
7,2,1,0,1,3,2,4,3,4,4,1,1,3,0,2,4
8,2,2,0,1,3,2,2,6,5,2,2,1,0,3,2,2
9,1,0,0,0,2,2,2,2,5,4,5,3,4,0,2,3
10,0,0,1,2,1,2,2,2,5,3,4,4,3,0,4,2
11,1,2,0,1,2,5,2,2,4,2,7,2,1,3,0,1
12,1,3,3,1,0,0,3,3,2,2,2,1,2,3,6,3
13,0,0,1,1,0,2,3,1,4,6,1,6,3,0,6,1
14,1,1,0,0,0,2,2,4,3,1,4,1,2,2,4,1
15,0,0,0,0,0,0,3,0,1,2,2,0,3,2,6,2
