,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8,1,1,0,0,0,2,0,1,1,0,0,1,1,0,0
1,1,6,2,1,1,0,1,0,0,0,1,0,0,0,1,0
2,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0
3,2,0,0,3,4,0,0,1,3,1,1,0,0,0,0,0
4,1,0,2,6,3,1,2,1,0,1,2,0,0,0,0,1
5,1,2,2,4,7,6,7,3,0,0,0,1,1,0,0,0
6,3,1,1,5,4,5,3,2,2,2,1,1,3,0,1,1
7,0,1,1,3,3,5,4,1,3,2,4,1,1,2,3,1
8,2,1,1,2,1,5,1,4,6,3,2,1,1,2,0,3
9,1,3,0,4,0,3,3,2,3,3,2,3,0,0,3,5
10,2,1,1,0,2,1,1,5,2,2,6,2,1,2,3,4
11,0,0,1,0,1,3,3,4,4,2,3,6,2,2,1,3
12,0,0,1,1,1,4,1,2,3,2,4,3,3,3,2,5
13,0,0,1,0,1,1,3,4,3,2,4,4,5,4,2,1
14,0,0,1,1,1,0,3,0,2,3,2,4,2,6,2,1
15,0,1,0,0,1,1,0,3,0,3,1,1,3,1,2,4
