,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,9,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,0,9,0,2,1,0,1,0,1,0,0,0,0,0,0,0
2,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,3,0,1,5,3,2,0,1,0,0,0,0,0,0,0,0
4,1,3,1,6,3,1,0,2,0,0,0,1,0,0,2,0
5,0,1,3,4,4,3,3,2,5,1,2,1,0,0,2,2
6,2,0,0,2,0,2,3,6,4,3,4,0,5,2,2,0
7,2,0,1,1,3,6,5,5,4,2,1,0,3,1,0,1
8,2,2,2,2,0,2,6,4,5,0,1,1,3,1,4,0
9,2,0,2,4,2,2,2,4,7,2,1,2,0,1,2,2
10,1,2,1,1,4,2,5,2,0,1,3,3,2,0,2,6
11,0,1,0,2,1,6,1,3,4,1,1,2,3,1,3,6
12,0,1,0,0,2,2,4,4,3,2,4,2,2,4,3,2
13,1,0,0,0,3,3,4,3,4,1,1,5,1,2,3,4
14,2,0,0,1,2,2,2,1,2,1,3,2,2,1,5,2
15,0,0,0,0,0,2,1,0,2,1,1,3,4,1,3,2
