,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5,2,0,0,1,0,0,0,3,0,1,0,2,1,0,0
1,4,3,0,0,0,0,3,1,0,1,0,1,1,0,0,0
2,1,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0
3,2,1,1,0,1,2,1,2,2,2,1,0,0,0,0,0
4,2,1,0,2,2,3,4,1,2,1,0,0,1,1,0,0
5,0,0,0,1,0,9,5,4,5,3,2,2,1,1,0,0
6,1,0,0,0,1,3,7,1,5,3,5,3,4,2,0,0
7,1,0,0,0,1,1,3,9,3,1,4,4,5,2,1,0
8,1,1,0,0,1,4,4,6,5,4,2,2,1,4,0,0
9,2,2,0,0,1,4,9,4,3,2,4,2,0,2,0,0
10,1,1,0,0,0,4,1,7,4,2,2,3,5,5,0,0
11,1,0,0,0,0,2,3,4,5,5,3,3,4,5,0,0
12,0,0,0,0,1,2,1,4,3,1,5,8,3,6,1,0
13,0,0,0,1,0,2,3,7,1,2,3,1,8,7,0,0
14,2,0,0,0,0,1,2,3,1,3,3,2,4,5,1,0
15,1,0,0,0,0,0,1,3,1,2,1,3,3,5,0,0
