,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,2,0,0,0,1,0,1,2,0,1,0,1,0,0,0
1,1,3,0,0,0,2,0,2,1,1,0,1,0,3,0,0
2,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0
3,1,1,0,0,2,1,2,3,1,1,1,0,0,1,1,0
4,2,0,0,0,0,6,2,3,1,1,1,0,2,2,0,0
5,1,1,0,0,2,5,6,6,3,1,1,4,1,2,0,0
6,1,0,0,0,0,3,7,6,5,2,3,2,3,1,1,1
7,0,0,0,1,1,2,7,7,5,5,2,1,4,0,0,0
8,0,0,0,1,2,3,6,2,4,5,2,5,1,3,1,0
9,0,0,0,1,0,5,5,3,4,4,6,2,2,2,1,0
10,1,0,0,1,1,2,6,8,2,0,2,2,6,2,2,0
11,2,0,0,0,0,2,3,8,5,0,3,1,8,3,0,0
12,0,0,0,0,0,3,1,2,6,5,3,5,6,4,0,0
13,0,0,1,0,0,2,5,4,2,2,3,3,5,8,0,0
14,2,0,0,0,0,0,2,3,3,1,3,4,6,3,0,1
15,0,0,0,0,0,1,2,1,2,1,1,5,5,1,1,1
