,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,1,0,0,0,2,2,1,0,0,1,0,1,1,0,0
1,1,2,0,0,0,0,4,2,2,1,0,0,1,1,0,0
2,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,0
3,1,0,0,1,1,4,2,2,1,1,1,0,1,0,0,0
4,0,1,0,1,1,4,4,2,1,1,2,0,1,2,0,0
5,0,1,0,0,1,3,8,2,6,3,3,4,1,1,0,0
6,2,2,0,0,1,5,7,3,3,2,1,2,4,3,0,0
7,2,0,0,0,0,7,2,6,5,1,1,2,6,3,0,0
8,1,0,0,0,0,2,7,3,5,4,8,0,2,2,1,0
9,1,0,0,0,0,6,4,0,1,2,2,3,7,9,0,0
10,0,0,0,0,0,3,4,6,4,5,0,0,10,2,1,0
11,0,1,0,0,0,1,2,0,1,5,7,6,2,9,1,0
12,1,1,0,0,1,0,2,4,0,8,7,2,5,2,2,0
13,1,0,0,0,0,1,2,0,4,4,3,9,4,7,0,0
14,0,0,0,0,0,2,2,0,7,3,4,2,4,3,1,0
15,1,0,0,0,0,0,3,1,1,2,1,4,4,3,0,1
