,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,2,0,0,0,0,2,0,1,0,1,1,0,1,0,0
1,2,4,1,0,0,0,1,1,0,1,1,1,1,1,0,0
2,1,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0
3,0,0,0,2,1,2,2,1,3,1,0,1,0,2,0,0
4,3,2,0,0,0,1,3,2,1,2,1,0,1,3,1,0
5,0,0,0,0,0,11,5,1,4,2,3,1,2,4,0,0
6,2,0,0,1,1,3,5,5,5,3,6,0,1,3,0,0
7,1,1,0,0,0,5,5,4,5,4,2,1,3,3,1,0
8,1,0,0,0,0,3,5,4,3,7,1,4,4,3,0,0
9,2,0,0,0,0,0,5,6,0,4,6,5,5,2,0,0
10,1,0,0,0,0,0,6,2,1,5,4,5,9,1,1,0
11,0,0,0,0,0,1,3,3,7,6,2,10,0,3,0,0
12,1,0,0,0,0,1,5,3,7,1,1,6,2,8,0,0
13,1,0,0,0,1,0,3,1,3,4,6,6,6,4,0,0
14,1,0,0,0,0,1,0,0,2,4,5,2,5,6,1,0
15,0,0,0,0,0,0,7,1,3,1,1,1,3,3,0,0
