,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,2,2,0,0,0,3,0,0,3,0,2,0,1,1,1,0
1,1,4,0,0,0,1,1,3,0,0,1,1,1,1,0,0
2,0,2,0,0,1,0,0,1,1,0,0,0,0,2,0,0
3,1,0,0,1,3,6,0,1,1,0,1,0,0,1,0,0
4,0,0,0,1,3,4,3,1,2,1,3,1,1,0,0,0
5,0,0,0,0,2,8,3,4,2,3,3,2,4,1,0,1
6,1,1,0,0,0,6,9,2,5,2,4,1,2,2,0,0
7,4,0,0,1,0,5,4,4,1,2,2,5,6,1,0,0
8,0,0,0,0,1,4,4,2,7,4,2,4,4,2,1,0
9,1,0,0,1,1,3,2,9,1,5,2,2,4,4,0,0
10,2,0,0,0,0,3,5,1,4,1,6,4,6,2,0,1
11,1,0,0,0,0,1,1,6,2,2,6,1,9,4,2,0
12,1,0,0,0,1,5,0,1,5,3,3,7,3,3,3,0
13,1,0,0,0,0,2,1,4,3,3,6,4,8,3,0,0
14,0,0,0,0,0,1,3,2,1,3,5,1,7,4,1,0
15,1,0,0,0,0,0,0,1,1,3,3,2,4,5,1,0
