,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,4,4,0,0,0,2,0,2,0,0,1,1,1,0,0,0
1,1,5,0,0,0,1,0,1,2,1,0,1,0,1,1,0
2,0,1,0,0,0,3,0,0,1,0,1,0,0,1,0,0
3,1,2,0,0,1,3,2,1,2,0,1,1,0,0,0,0
4,0,1,0,1,6,4,3,2,1,0,2,0,0,0,0,0
5,0,1,0,1,1,7,6,6,2,0,4,1,0,3,1,0
6,0,0,0,0,0,10,8,4,2,5,3,1,0,1,0,1
7,0,1,0,1,0,7,4,6,1,2,1,2,7,2,0,1
8,2,1,0,0,0,10,1,4,6,1,3,2,1,4,0,0
9,0,1,0,0,0,4,3,3,4,5,1,6,4,3,1,0
10,1,0,0,0,0,3,4,2,1,6,2,7,5,4,0,0
11,0,0,0,1,0,4,2,1,1,2,6,5,5,4,3,1
12,1,0,0,0,0,3,3,4,4,1,3,5,3,7,0,1
13,3,0,0,0,0,3,3,3,2,1,3,4,6,5,2,0
14,0,1,0,0,1,5,1,0,0,4,2,4,3,3,3,0
15,2,0,0,0,0,1,2,1,0,3,0,1,1,6,3,0
