,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8,3,0,0,0,1,0,2,0,0,0,0,0,1,0,0
1,1,5,0,0,0,1,0,0,1,0,2,0,2,1,1,0
2,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,0
3,0,0,0,0,1,7,2,1,2,0,1,0,0,0,0,0
4,0,0,0,1,0,6,6,2,1,0,2,0,2,0,0,0
5,0,2,0,0,2,6,6,3,3,4,6,0,0,1,0,0
6,1,0,0,0,2,8,6,3,1,3,3,5,2,1,0,0
7,2,0,0,0,1,8,5,4,2,0,3,3,1,3,3,0
8,2,0,0,0,1,7,2,3,4,3,5,3,3,2,0,0
9,0,0,0,1,0,4,0,5,6,2,4,2,5,5,1,0
10,0,0,0,0,0,6,4,1,2,4,3,4,4,5,1,1
11,1,0,0,0,0,2,2,5,3,3,3,6,5,1,4,0
12,0,0,0,0,0,6,1,1,6,1,3,6,4,5,2,0
13,1,1,0,0,1,3,2,3,2,4,4,7,1,4,2,0
14,0,0,0,0,0,4,4,1,1,5,2,2,1,7,0,0
15,1,0,0,0,0,1,0,0,2,1,2,2,1,6,4,0
