,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,0,1,1,0,1,2,1,0,0,0,0,0,1,1,0
1,0,4,0,0,0,2,4,0,2,1,0,0,0,1,0,0
2,1,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0
3,0,0,0,1,3,3,2,2,1,0,0,0,1,0,2,0
4,1,0,0,0,0,6,3,3,1,1,1,2,0,0,2,0
5,0,0,0,0,0,12,4,4,2,4,3,3,0,1,0,0
6,1,0,0,1,0,7,5,4,1,0,4,1,5,4,2,0
7,0,1,0,0,0,2,6,6,1,7,3,1,2,4,2,0
8,0,1,0,0,3,6,4,3,3,3,3,5,2,1,1,0
9,1,1,0,0,1,4,5,6,2,2,5,4,3,1,0,0
10,3,0,0,0,0,1,3,3,2,2,3,8,3,2,5,0
11,1,1,0,0,0,6,4,1,2,3,2,7,2,3,2,1
12,1,0,0,0,0,2,1,2,2,2,5,5,3,9,3,0
13,1,0,0,0,1,1,2,4,2,0,3,4,5,7,5,0
14,0,0,0,0,1,3,1,3,3,5,3,2,4,2,0,1
15,0,0,0,0,0,2,4,2,1,2,2,1,1,2,2,1
