,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,2,0,0,0,3,0,0,2,0,1,0,0,0,0,0
1,1,8,0,0,2,1,0,0,0,0,0,1,1,0,0,0
2,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0
3,0,0,0,1,1,4,4,0,1,1,0,0,1,1,0,0
4,0,0,0,1,2,5,4,1,1,3,1,1,0,0,1,0
5,1,1,0,1,1,4,7,3,3,3,1,2,2,2,2,0
6,1,0,0,1,0,5,3,3,5,3,2,6,2,4,0,0
7,1,0,0,0,0,5,4,3,8,6,2,3,1,1,1,0
8,1,0,0,0,0,2,4,1,6,1,3,3,8,4,2,0
9,2,0,0,0,0,5,5,3,2,2,2,6,3,3,2,0
10,0,1,0,0,0,2,5,3,4,2,4,5,3,4,2,0
11,0,0,0,0,0,5,3,1,0,4,6,9,0,3,3,1
12,0,0,0,1,0,4,6,4,1,4,1,6,3,3,2,0
13,0,0,0,0,0,3,4,1,5,1,6,2,9,3,0,1
14,0,0,0,0,0,0,6,1,4,2,4,4,2,4,0,0
15,0,0,0,0,0,1,1,1,2,3,1,3,2,3,2,1
