,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,2,0,0,0,0,1,2,0,0,0,1,1,1,0,0
1,4,6,0,0,0,0,1,1,0,0,0,0,0,2,0,0
2,1,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0
3,1,1,0,1,2,1,1,2,1,1,2,0,1,0,0,1
4,0,1,0,1,2,4,3,1,1,2,1,3,1,0,0,0
5,2,0,0,0,1,8,6,2,3,2,4,3,1,1,0,0
6,1,0,0,0,1,3,5,7,8,1,2,3,1,3,0,0
7,0,2,0,0,0,2,3,5,3,3,5,5,3,2,2,0
8,3,2,0,0,0,3,2,6,3,5,3,3,3,2,0,0
9,1,0,0,0,0,0,1,4,4,10,5,3,4,3,0,0
10,0,1,0,0,0,5,3,2,4,3,5,4,5,2,1,0
11,0,0,0,0,0,1,2,3,5,4,3,5,6,6,0,0
12,0,1,0,0,0,1,1,2,3,5,8,3,2,9,0,0
13,1,1,0,0,1,2,3,2,4,4,3,2,6,3,3,0
14,0,0,0,0,0,0,1,2,4,1,4,2,6,5,2,0
15,0,0,0,0,0,1,2,2,1,1,0,2,5,5,1,0
