,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,3,1,0,0,0,2,1,1,0,0,2,2,1,3,0,0
1,2,3,0,0,1,2,0,1,3,1,1,0,1,0,0,0
2,2,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0
3,0,1,0,1,1,7,1,1,1,1,0,0,0,1,0,0
4,2,1,0,0,0,3,3,5,2,2,0,1,1,0,0,0
5,0,0,0,0,0,11,1,3,5,1,2,5,2,3,1,0
6,1,1,0,1,0,5,10,6,2,1,3,3,0,2,0,0
7,2,0,1,0,0,1,7,4,2,2,2,6,4,4,0,0
8,3,0,0,0,0,3,6,5,5,1,4,2,1,4,1,0
9,0,0,0,0,0,0,0,3,5,5,6,4,6,4,2,0
10,0,0,0,0,0,3,3,2,4,3,5,6,5,3,1,0
11,1,0,0,0,0,3,1,2,7,2,3,6,4,5,1,0
12,0,0,0,1,1,2,4,2,3,1,3,5,9,1,3,0
13,0,0,0,0,0,3,7,1,2,4,1,3,4,7,3,0
14,1,0,0,0,0,1,7,1,2,0,4,4,3,3,2,0
15,0,0,0,0,0,1,1,1,1,2,1,7,1,4,2,0
