,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5,3,0,0,0,4,3,0,0,0,0,1,0,0,0,0
1,1,3,0,0,0,2,3,0,2,0,1,2,0,0,0,0
2,1,3,0,0,1,0,0,0,0,1,0,0,0,1,1,0
3,1,0,0,0,3,5,2,0,1,2,1,0,0,0,0,0
4,1,0,0,1,0,6,5,2,1,1,1,0,2,0,0,0
5,0,0,0,0,1,10,4,2,2,1,7,1,3,3,0,0
6,0,0,0,0,1,7,6,9,4,1,1,2,2,1,0,1
7,1,0,0,0,0,6,5,5,2,3,4,2,3,3,1,0
8,1,0,0,0,0,6,6,6,2,3,3,3,2,2,1,0
9,2,1,0,0,0,7,5,3,3,0,3,2,3,6,0,0
10,1,0,0,0,0,5,3,1,3,3,6,5,2,5,1,0
11,0,0,0,0,0,5,3,2,2,4,4,5,4,4,2,0
12,0,0,0,0,0,8,2,1,0,6,4,1,2,9,1,1
13,1,0,0,0,0,3,2,1,4,3,4,3,9,4,1,0
14,1,0,0,0,0,2,3,2,3,4,3,2,5,1,1,1
15,0,0,0,0,0,4,0,1,2,3,1,2,1,4,2,1
