,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,3,1,0,0,1,2,1,1,0,2,0,2,1,1,0,0
1,5,4,0,0,0,1,0,0,0,1,0,0,1,2,0,0
2,0,3,1,0,0,1,1,0,0,0,0,0,1,1,0,0
3,0,0,0,2,1,3,3,2,1,0,0,1,1,1,0,0
4,1,0,0,0,0,6,4,3,2,2,0,2,0,0,0,0
5,1,0,0,0,2,4,9,4,3,2,2,3,1,3,0,0
6,0,1,0,1,0,2,10,4,2,5,2,3,5,0,0,0
7,1,1,0,0,0,0,6,6,5,4,1,4,2,4,1,0
8,2,1,0,0,0,1,6,1,5,1,6,5,1,5,1,0
9,2,0,0,0,0,2,7,4,2,4,4,0,8,2,0,0
10,0,0,0,0,2,4,0,6,2,4,1,7,4,4,1,0
11,0,0,0,0,0,1,2,3,1,1,8,3,7,6,2,1
12,1,0,0,0,0,3,1,1,2,2,3,7,6,7,2,0
13,0,0,1,0,0,3,4,2,3,2,1,4,7,6,2,0
14,0,0,0,0,0,1,3,2,2,3,4,2,5,3,3,0
15,1,0,0,0,0,0,1,0,1,1,2,5,3,7,0,0
