,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,3,0,0,0,1,1,1,0,0,0,2,1,0,0,0
1,1,6,0,0,0,3,1,0,1,0,1,0,0,0,1,0
2,1,2,0,0,1,1,0,0,1,1,0,0,0,1,0,0
3,2,0,0,1,2,6,2,0,1,0,0,1,0,0,0,0
4,1,0,0,1,4,6,2,1,1,0,1,1,0,2,0,0
5,0,0,1,0,1,11,5,1,1,1,3,4,2,3,0,1
6,0,0,0,0,0,4,8,3,3,3,6,2,4,2,0,0
7,1,0,0,0,1,4,5,2,6,3,5,3,3,1,1,0
8,0,0,0,0,1,9,2,2,5,3,5,1,4,2,1,0
9,0,1,0,0,0,4,8,2,3,3,1,3,7,2,1,0
10,2,0,0,0,0,4,5,3,2,4,2,7,4,1,1,0
11,0,0,0,0,0,4,2,3,3,3,4,6,5,5,0,0
12,1,0,0,0,1,3,1,2,3,2,5,6,4,6,1,0
13,0,0,0,0,0,2,4,2,3,5,2,5,6,6,0,0
14,0,0,0,0,0,3,1,3,1,2,4,4,4,4,2,0
15,2,0,0,1,0,1,2,2,1,0,3,2,2,4,1,0
