,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,2,0,0,0,0,0,1,2,0,0,0,2,1,0,0
1,5,4,0,1,0,2,1,1,0,0,0,0,0,0,0,0
2,2,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0
3,2,0,0,0,2,3,2,3,1,1,1,0,0,0,0,0
4,0,0,0,0,2,5,5,0,3,1,2,0,0,2,0,0
5,2,0,0,1,3,3,4,4,4,2,1,2,1,4,1,1
6,0,0,0,0,0,0,6,8,2,4,1,7,2,4,1,0
7,1,0,0,0,0,4,4,9,1,2,4,4,4,1,0,1
8,0,0,0,0,0,2,6,7,2,2,2,1,7,6,0,0
9,0,0,0,0,0,1,5,6,4,3,3,2,6,5,0,0
10,2,0,0,1,0,3,3,0,5,0,5,6,7,3,0,0
11,3,0,0,0,0,2,2,1,1,2,2,7,7,8,0,0
12,0,1,0,0,0,3,5,2,0,2,6,8,2,4,2,0
13,2,0,0,0,0,2,2,5,4,4,5,1,4,5,1,0
14,1,1,0,0,0,1,2,4,1,3,3,1,6,4,1,0
15,0,0,0,0,0,1,2,0,0,1,3,1,5,8,0,0
