,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,2,0,0,0,1,2,0,4,0,0,0,0,0,0,0
1,2,4,0,0,0,1,2,1,3,0,1,0,0,0,0,0
2,0,2,0,0,0,0,2,0,1,0,0,1,0,1,0,0
3,1,2,0,0,3,2,1,1,4,0,1,0,0,0,0,0
4,1,0,0,2,2,2,1,1,3,1,2,3,2,0,0,0
5,0,0,0,0,0,7,9,1,3,5,1,2,1,4,0,0
6,1,0,0,0,0,6,8,4,3,4,3,0,3,2,1,0
7,1,2,1,1,0,4,3,4,4,2,1,4,2,5,1,0
8,0,0,0,0,0,6,2,3,4,4,2,3,5,6,0,0
9,1,0,0,0,0,2,5,5,6,2,3,2,4,5,0,0
10,0,0,0,0,0,3,3,3,5,2,1,9,6,3,0,0
11,1,0,0,0,0,0,5,5,5,3,6,3,2,3,2,0
12,0,1,0,0,1,0,0,4,5,2,5,8,3,6,0,0
13,0,1,0,0,0,1,3,3,4,2,4,6,6,3,2,0
14,0,0,0,0,0,0,3,1,4,3,2,4,4,6,0,0
15,2,0,0,0,1,1,1,0,0,2,5,1,2,5,0,0
