,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,1,0,0,2,2,1,0,1,1,0,0,1,0,0,0
1,1,3,0,0,0,3,1,2,3,0,0,1,0,0,0,0
2,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0
3,2,0,0,0,2,6,1,0,0,2,1,1,0,0,0,0
4,2,1,0,0,2,7,3,1,1,0,2,0,1,0,0,0
5,1,0,0,0,3,11,4,0,3,2,3,4,2,1,0,0
6,0,0,0,1,1,9,5,5,3,4,1,2,3,1,0,0
7,1,0,0,0,1,9,1,4,2,1,5,4,1,3,3,0
8,1,0,0,1,0,10,4,0,1,3,2,3,5,5,0,0
9,1,1,0,0,1,6,1,3,5,2,2,5,5,1,1,1
10,1,1,0,1,0,3,5,2,4,3,2,5,3,4,1,0
11,1,1,0,0,0,4,5,2,2,3,4,4,5,3,1,0
12,0,0,0,0,1,9,1,1,1,5,6,3,3,3,2,0
13,3,1,0,0,0,4,0,4,2,1,1,11,5,0,3,0
14,1,0,0,0,0,0,1,1,1,2,2,3,8,6,2,1
15,0,0,0,0,0,2,1,2,2,1,0,1,3,4,5,0
