,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,1,0,0,0,2,0,2,0,0,0,0,2,1,1,0
1,2,5,0,0,0,6,0,0,0,0,1,0,0,0,0,0
2,0,2,0,0,0,2,1,0,1,0,0,0,1,0,0,0
3,1,0,0,0,2,3,3,1,2,1,0,1,0,0,0,0
4,0,1,0,0,3,8,1,1,3,0,1,1,0,1,0,0
5,1,0,0,0,0,10,4,2,1,1,2,3,2,6,0,1
6,1,0,0,1,0,5,10,5,1,4,1,0,3,3,1,0
7,2,1,0,0,0,1,3,8,5,1,1,3,7,3,0,0
8,0,0,0,0,1,5,5,4,5,2,4,4,2,2,1,0
9,2,0,0,1,1,6,4,5,3,0,2,2,8,0,1,0
10,0,1,0,0,0,3,5,0,3,6,4,1,3,5,4,0
11,1,0,0,0,0,7,2,1,4,3,3,6,5,3,0,0
12,1,1,0,0,0,4,3,1,1,6,4,3,4,2,5,0
13,0,1,0,0,0,5,0,2,3,1,4,3,9,5,2,0
14,0,0,0,0,1,3,5,2,4,1,3,4,3,1,0,0
15,0,0,0,0,2,2,4,2,0,3,0,2,2,2,1,0
