,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,0,0,0,0,2,2,0,1,0,0,0,1,1,1,0
1,1,7,1,0,0,0,1,0,2,0,1,0,0,1,0,0
2,1,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0
3,1,0,0,0,2,3,3,1,0,1,0,1,2,0,0,0
4,1,0,0,1,1,8,1,0,2,0,3,1,1,1,0,0
5,1,1,0,0,1,10,6,2,4,1,5,0,1,0,1,0
6,0,1,0,1,1,5,6,5,1,4,1,3,6,0,1,0
7,1,0,1,0,0,3,4,3,5,4,1,5,3,3,2,0
8,0,1,0,0,0,6,7,3,5,0,4,2,3,2,2,0
9,0,1,0,1,0,2,1,5,3,8,3,3,4,2,2,0
10,2,2,0,0,0,6,4,2,1,1,2,2,3,8,1,1
11,0,0,0,0,0,4,6,4,1,2,5,1,7,3,1,1
12,0,1,0,0,0,4,1,3,4,2,4,4,5,4,2,1
13,0,0,0,0,0,3,2,6,0,2,4,3,5,7,2,1
14,3,0,0,0,0,2,1,5,2,1,1,1,3,5,1,2
15,0,0,0,0,0,1,0,0,1,0,5,3,2,6,2,0
