,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,9,2,0,0,0,0,2,0,1,1,1,0,0,0,0,0
1,0,6,0,0,0,2,2,1,1,0,1,0,1,1,0,0
2,0,2,0,0,0,0,0,2,1,2,1,0,0,0,0,0
3,0,0,0,2,4,1,3,0,1,1,0,0,2,1,0,0
4,1,0,0,1,0,3,4,1,2,1,2,2,2,1,0,0
5,4,0,0,0,0,10,3,1,4,5,0,5,2,0,0,0
6,1,0,0,0,1,8,9,4,4,2,2,1,0,3,0,0
7,1,0,0,0,0,4,5,3,4,2,4,5,4,2,1,0
8,2,0,0,0,0,7,3,5,4,7,1,3,3,0,0,0
9,0,0,0,0,0,4,5,3,3,2,4,8,3,3,0,0
10,1,0,0,0,0,4,5,5,2,2,2,4,6,4,0,0
11,0,1,0,0,1,2,3,2,2,3,5,4,4,7,0,1
12,0,0,0,0,0,3,3,4,2,4,4,7,3,5,0,0
13,0,1,0,1,0,3,6,4,2,4,4,4,3,3,0,0
14,1,0,0,0,0,1,1,3,8,4,1,2,3,4,0,0
15,1,0,0,0,0,1,2,1,3,1,1,2,4,5,0,0
