,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,2,1,0,1,2,1,0,1,0,0,0,0,0,0,1
1,2,5,0,0,0,1,0,1,1,1,2,0,0,1,0,0
2,0,0,0,0,1,2,0,1,0,1,0,1,0,1,0,0
3,1,0,0,1,2,6,2,0,1,1,0,0,0,1,0,0
4,2,1,0,0,1,8,0,2,3,0,1,1,1,0,0,0
5,1,0,0,0,1,8,6,3,4,1,4,2,1,2,0,0
6,0,0,0,1,2,4,13,3,4,1,2,1,0,4,0,0
7,1,0,0,1,0,4,6,4,3,1,2,3,1,7,2,0
8,0,0,0,0,1,7,6,2,3,4,1,2,5,3,1,0
9,1,0,0,0,0,10,4,5,1,3,1,5,1,3,1,0
10,1,0,0,0,0,1,5,2,2,6,6,4,1,4,2,1
11,0,0,0,0,0,2,2,4,3,5,3,4,6,5,1,0
12,0,0,0,0,0,4,2,2,1,2,9,3,4,6,2,0
13,2,0,0,0,0,3,1,1,1,3,1,6,4,10,1,2
14,1,0,0,0,0,2,2,4,2,2,4,1,3,4,2,1
15,1,0,0,0,0,0,2,0,2,2,1,5,3,2,1,1
