,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,0,0,0,0,2,3,0,2,0,1,0,1,0,0,0
1,1,4,0,0,0,2,1,1,1,3,1,0,0,0,0,0
2,0,3,0,0,0,1,1,0,1,1,0,0,0,0,1,0
3,1,0,0,1,3,3,2,0,2,0,0,1,0,2,0,0
4,2,1,0,0,0,2,4,1,5,1,1,0,1,1,1,0
5,1,1,0,0,0,4,5,5,9,2,2,2,0,3,0,0
6,1,0,0,0,0,4,11,2,3,2,3,6,3,0,0,0
7,0,1,0,1,1,5,7,3,3,0,5,3,2,3,1,0
8,0,0,0,0,0,2,4,2,6,6,5,3,1,6,0,0
9,1,0,0,0,0,3,6,4,5,6,1,3,2,4,0,0
10,2,0,0,0,0,0,3,2,5,3,3,6,7,3,1,0
11,0,0,0,1,1,2,3,2,2,6,7,5,5,1,0,0
12,0,0,0,0,1,1,4,3,6,3,2,1,5,6,3,0
13,0,0,0,0,1,3,5,1,4,4,3,2,9,2,1,0
14,0,0,0,0,0,3,4,2,1,4,1,1,3,6,2,1
15,0,0,0,0,0,0,2,1,1,3,4,2,5,2,1,0
