,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5,2,0,0,0,2,0,1,3,0,1,0,0,1,0,0
1,2,5,0,0,0,1,2,0,2,2,0,0,0,0,0,0
2,0,2,0,1,0,0,0,2,0,0,1,0,1,0,0,0
3,0,0,0,0,2,3,2,5,0,1,0,1,1,0,0,0
4,1,0,0,0,0,6,1,2,0,1,2,1,3,3,0,0
5,0,0,0,0,2,4,8,6,4,1,2,2,1,3,0,0
6,0,0,0,0,0,4,9,3,3,4,2,4,1,5,0,0
7,0,0,0,0,0,3,9,5,1,0,5,3,5,3,1,0
8,1,0,0,0,0,1,3,2,4,6,7,3,4,4,0,0
9,0,1,0,0,1,2,5,4,1,5,5,6,1,3,1,0
10,1,0,0,0,0,0,1,3,4,4,2,10,7,3,0,0
11,1,0,0,0,0,4,3,4,3,1,2,5,5,6,1,0
12,1,1,0,0,0,4,3,3,1,3,3,6,2,6,1,1
13,0,0,0,0,0,2,2,1,3,7,5,6,7,2,0,0
14,0,0,0,0,0,0,3,0,1,4,5,3,9,2,0,1
15,0,0,0,0,0,0,1,1,1,3,3,3,5,3,0,1
