,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,0,1,0,0,4,1,1,0,0,0,1,0,0,0,1
1,2,6,0,1,0,2,0,0,1,0,0,0,1,1,0,0
2,1,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0
3,0,0,0,0,2,6,0,1,3,2,0,1,0,0,0,0
4,1,0,0,2,1,5,1,1,4,0,0,2,2,1,0,0
5,1,0,0,0,1,9,3,4,4,2,2,2,2,3,0,0
6,3,0,0,0,0,3,8,3,5,1,7,2,1,1,0,1
7,0,1,1,0,3,2,4,3,4,4,2,6,3,2,0,0
8,3,0,0,1,1,7,4,1,6,0,1,1,5,4,1,0
9,1,1,0,1,1,3,6,2,4,2,3,4,5,1,1,0
10,1,0,0,0,0,6,3,4,3,1,5,2,5,5,0,0
11,0,0,0,0,0,0,1,6,0,2,4,8,6,7,1,0
12,1,0,0,0,1,5,3,2,3,4,6,1,4,2,3,0
13,0,0,0,0,0,8,5,0,3,2,4,2,7,2,0,2
14,0,0,0,0,0,2,1,2,5,0,1,3,2,5,6,1
15,1,0,0,0,0,0,2,1,0,1,3,5,3,2,2,0
