,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8,1,0,0,0,0,2,0,0,1,0,1,1,1,0,0
1,3,6,0,0,0,1,1,0,0,0,0,0,1,0,2,0
2,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0
3,0,0,0,2,0,3,2,0,3,1,1,0,0,3,0,0
4,1,1,0,0,2,3,3,0,2,2,1,1,3,1,0,0
5,0,1,0,0,0,3,6,4,2,1,7,3,3,2,1,0
6,1,0,0,0,0,1,10,5,8,0,4,0,4,2,0,0
7,0,0,0,0,0,4,3,6,7,5,3,3,3,1,0,0
8,1,0,0,1,3,4,2,2,5,1,4,3,2,5,2,0
9,2,0,0,0,1,1,2,5,5,4,2,6,4,3,0,0
10,1,0,0,0,0,3,1,4,6,5,4,3,5,3,0,0
11,1,1,0,0,1,1,2,2,2,3,6,8,2,5,1,0
12,0,0,0,0,0,1,2,5,2,2,6,5,5,7,0,0
13,2,0,0,0,0,2,4,3,0,1,5,4,6,7,1,0
14,0,0,0,1,0,0,1,1,3,2,3,6,2,7,1,1
15,1,0,0,0,0,1,2,2,2,1,2,4,2,2,1,1
