,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5,1,0,0,0,0,4,1,1,1,0,1,0,1,0,0
1,0,6,0,0,0,0,2,1,1,0,0,0,1,3,0,0
2,1,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0
3,0,0,0,0,1,1,4,5,3,0,0,0,0,1,0,0
4,2,1,0,0,2,3,1,0,6,0,0,4,0,1,0,0
5,0,1,0,1,0,7,4,4,7,2,1,1,4,1,0,0
6,2,1,0,0,0,4,5,4,5,3,5,2,2,2,0,0
7,1,1,0,1,0,4,7,2,3,2,1,4,6,1,2,0
8,2,0,0,0,0,0,5,4,5,6,4,3,5,1,0,0
9,0,0,0,0,0,2,4,3,4,4,4,7,2,5,0,0
10,0,1,0,1,0,3,5,2,5,1,5,6,1,4,1,0
11,0,0,0,0,0,3,2,1,7,2,2,6,6,5,1,0
12,1,1,0,0,1,0,3,1,0,8,4,2,4,8,1,1
13,1,1,1,0,0,3,3,2,0,4,2,5,7,4,2,0
14,0,0,1,0,0,0,0,3,2,3,6,4,4,2,3,0
15,0,0,0,0,0,0,1,2,2,3,0,4,3,4,0,2
