,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,2,0,0,1,0,1,0,2,0,0,0,0,2,1,0
1,2,3,0,0,0,4,0,1,1,0,2,0,0,1,0,0
2,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0
3,1,0,0,2,1,3,3,1,2,0,0,2,0,0,0,0
4,0,0,0,1,2,4,1,4,2,1,2,1,2,0,0,0
5,1,0,0,0,0,9,5,2,5,2,3,5,1,0,0,0
6,0,0,0,0,1,1,9,6,4,4,2,3,4,1,0,0
7,1,0,0,0,0,5,5,6,4,3,2,2,4,3,0,0
8,0,0,0,0,0,5,4,2,2,4,4,7,3,3,1,0
9,1,0,0,0,0,4,5,4,2,4,4,2,5,3,1,0
10,2,0,0,0,0,1,3,1,7,4,8,2,4,2,1,0
11,1,0,0,0,0,4,6,5,3,2,4,1,2,7,0,0
12,1,0,0,0,0,3,1,1,6,4,7,4,5,2,1,0
13,0,0,0,0,0,0,5,2,1,3,3,6,6,8,1,0
14,0,1,0,0,0,2,5,1,4,2,3,1,5,2,2,0
15,1,0,0,0,0,0,4,3,0,2,2,3,4,2,0,0
