,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7,1,0,0,0,2,0,1,0,1,1,0,1,2,0,0
1,3,3,0,0,0,3,0,1,2,0,0,2,0,1,0,0
2,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0
3,0,0,0,1,0,5,4,1,1,0,1,1,1,0,0,0
4,1,1,0,1,2,6,2,2,0,0,0,4,1,0,0,0
5,2,0,0,1,0,8,5,3,6,0,0,2,3,4,0,0
6,2,0,0,0,0,7,5,6,5,1,3,2,2,2,0,0
7,0,0,2,1,0,2,7,4,1,4,3,4,3,4,0,0
8,0,0,0,0,1,6,0,2,7,4,2,7,3,3,0,0
9,1,2,0,0,1,2,4,3,3,5,3,5,3,2,1,0
10,1,0,0,0,0,1,6,2,3,3,2,4,5,8,0,0
11,0,2,0,1,0,4,6,1,2,3,2,6,2,6,0,0
12,0,0,0,0,0,1,5,1,2,4,4,6,2,9,1,0
13,1,1,0,0,0,1,1,6,2,4,5,5,7,2,0,0
14,1,1,0,0,1,2,2,3,0,2,2,2,6,4,2,0
15,0,1,0,0,0,0,2,1,1,2,4,5,2,3,0,0
