,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,1,0,0,0,1,2,0,1,2,0,0,1,0,0,1
1,0,3,0,0,0,0,2,2,3,0,1,0,1,2,0,0
2,0,2,0,0,0,2,0,0,0,0,1,1,0,1,0,0
3,1,0,0,0,2,3,2,1,3,0,1,1,1,0,0,0
4,0,0,0,1,1,2,5,2,5,2,1,1,0,0,0,0
5,1,2,0,0,3,5,8,2,5,3,0,0,1,2,1,0
6,1,1,0,1,0,2,9,3,6,2,3,0,5,2,0,0
7,0,0,0,0,1,2,11,1,0,5,2,7,4,2,0,0
8,1,1,1,0,0,5,4,4,2,4,2,3,3,5,0,0
9,0,2,0,0,0,3,8,2,2,4,4,4,4,2,0,0
10,0,0,0,0,0,3,4,2,4,0,3,4,8,6,1,0
11,0,1,0,0,0,1,3,4,1,4,6,8,4,3,0,0
12,0,0,0,1,0,0,6,1,3,4,2,3,6,5,3,1
13,0,1,0,0,0,1,1,3,2,5,2,4,9,5,2,0
14,1,0,0,0,1,2,1,1,5,1,3,1,7,4,1,0
15,0,1,0,0,0,2,0,0,1,3,2,1,8,2,1,0
