,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6,2,0,0,0,1,2,0,0,0,1,1,1,1,0,0
1,2,4,0,0,0,2,0,1,1,3,0,0,0,0,1,0
2,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0
3,1,1,0,1,0,4,1,1,0,3,0,1,0,1,1,0
4,0,0,0,4,1,2,3,4,1,1,2,1,1,0,0,0
5,2,0,0,0,5,3,8,4,5,1,1,2,1,1,0,0
6,2,0,0,1,1,1,7,3,2,4,5,0,5,3,1,0
7,2,0,0,1,0,3,6,5,3,1,6,2,2,2,2,0
8,0,0,0,0,2,3,2,2,6,5,1,3,4,7,0,0
9,2,1,0,1,0,1,5,2,2,4,2,4,3,7,1,0
10,3,0,0,0,0,1,0,4,4,3,5,8,3,3,1,0
11,0,0,0,0,1,1,6,4,2,3,5,3,4,6,0,0
12,0,0,0,1,1,0,3,2,8,5,1,2,5,3,4,0
13,2,0,0,0,0,2,4,1,4,3,4,4,7,3,1,0
14,2,0,0,0,0,1,2,4,2,3,0,4,5,5,0,0
15,0,0,0,0,0,2,2,1,0,2,5,0,6,2,1,0
