,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,8,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1,2,4,0,0,0,4,1,0,0,1,0,2,0,0,0,0
2,0,2,1,0,0,2,0,0,1,0,0,0,1,0,0,0
3,0,1,0,0,2,3,5,0,1,0,1,1,1,0,0,0
4,0,0,0,1,4,2,3,3,2,3,1,0,1,0,0,0
5,1,0,0,0,2,7,6,7,5,0,2,1,1,0,1,0
6,0,1,0,0,1,4,7,1,5,3,3,2,3,3,2,0
7,3,0,0,0,1,8,2,3,2,1,3,4,5,3,0,0
8,1,0,0,0,0,5,5,3,7,4,2,1,3,3,0,1
9,1,0,0,2,1,3,2,4,2,3,4,6,2,3,2,0
10,1,0,0,0,1,3,4,5,0,4,3,4,4,5,1,0
11,0,0,0,0,0,4,1,4,3,3,1,2,7,8,2,0
12,0,0,0,0,0,4,3,4,1,0,5,1,11,5,1,0
13,0,0,0,0,0,1,5,5,1,2,4,4,6,4,2,1
14,1,0,0,0,0,5,1,1,3,1,4,2,7,0,1,2
15,1,0,0,0,0,0,1,4,1,2,2,2,4,2,0,1
